doc_id,group,period,channel,blame,colored,unsure
48528,C_after,after,RVvoenkor,vneshnij,True,
61435,C_after,after,warhistoryalconafter,net_atribucii,False,
1219,C_after,after,AdekVatnye_novosty,net_atribucii,False,
270,C_after,after,ASWman,sistema,True,
28411,C_after,after,holmogor_talks,sistema,True,
23201,C_after,after,donrf22,sistema,True,
55593,C_after,after,voenacher,net_atribucii,False,
32508,C_after,after,mig41,net_atribucii,False,
20348,C_after,after,chvkmedia,sistema,True,
6314,C_after,after,SolovievLive,net_atribucii,False,
53701,A_after_sample,after,veteranrossii_online,ispolniteli,False,
27502,C_after,after,golosmordora1,sistema,True,
355,C_after,after,ASWman,sistema,True,
23193,C_after,after,donrf22,ispolniteli,True,
61290,intersection,after,warhistoryalconafter,peskov,False,
18404,A_after_sample,after,boris_rozhin,ispolniteli,True,
23236,C_after,after,donrf22,meta_ironiya,True,
2885,C_after,after,CVOZOVv,net_atribucii,False,
35280,C_after,after,nationconsunion,sistema,True,
48501,C_after,after,RVvoenkor,vneshnij,False,
315,C_after,after,ASWman,net_atribucii,False,
56828,C_after,after,voyskozabotaOPSB,net_atribucii,False,
1260,C_after,after,AdekVatnye_novosty,net_atribucii,False,
5822,C_after,after,SolovievLive,net_atribucii,False,
32473,C_after,after,mig41,net_atribucii,False,
23310,C_after,after,donrf22,sistema,True,
25652,C_after,after,first_political,net_atribucii,False,
40340,A_after_sample,after,podled,ispolniteli,True,
242,A_after_sample,after,ASWman,ispolniteli,True,
31365,C_after,after,mardanaka,ispolniteli,True,
37844,A_after_sample,after,olegsepar,ispolniteli,False,
35304,C_after,after,nationconsunion,sistema,True,
37564,C_after,after,notes_veterans,net_atribucii,False,
199,C_after,after,ASWman,sistema,True,
61275,A_after_sample,after,warhistoryalconafter,net_atribucii,False,
18352,intersection,after,boris_rozhin,peskov,False,
44789,intersection,after,rightcourse,sistema,True,
40384,C_after,after,podled,ispolniteli,True,
61209,C_after,after,warhistoryalconafter,net_atribucii,False,
18284,A_after_sample,after,boris_rozhin,ispolniteli,True,
44795,C_after,after,rightcourse,sistema,True,
45174,intersection,before,rightcourse,ispolniteli,True,
241,intersection,after,ASWman,meta_ironiya,True,
44632,intersection,after,rightcourse,oba_urovnya,True,
35485,intersection,before,nationconsunion,net_atribucii,False,
44905,intersection,before,rightcourse,oba_urovnya,True,
61465,C_after,after,warhistoryalconafter,sistema,True,
37880,C_after,after,olegsepar,ispolniteli,True,
56909,C_after,after,vysokygovorit,net_atribucii,False,
23241,C_after,after,donrf22,sistema,True,
52970,intersection,after,vadim_trukhachyov,ispolniteli,True,
6097,A_after_sample,after,SolovievLive,net_atribucii,False,
32430,C_after,after,mig41,net_atribucii,False,
3242,C_after,after,PravdaShuravi,ispolniteli,True,
23234,C_after,after,donrf22,sistema,True,
54903,intersection,before,veteranrossii_online,net_atribucii,False,
44650,C_after,after,rightcourse,sistema,True,
13520,intersection,before,SolovievLive,net_atribucii,False,
32475,C_after,after,mig41,ispolniteli,True,
23189,C_after,after,donrf22,vneshnij,False,
24210,C_after,after,dva_majors,net_atribucii,False,
46897,A_after_sample,after,russia_nacionalist,ispolniteli,True,
44739,A_after_sample,after,rightcourse,ispolniteli,True,
40470,intersection,before,podled,net_atribucii,False,
24218,C_after,after,dva_majors,net_atribucii,False,
23279,C_after,after,donrf22,net_atribucii,False,
3180,C_after,after,PravdaShuravi,net_atribucii,True,
61372,C_after,after,warhistoryalconafter,net_atribucii,False,
40354,C_after,after,podled,sistema,True,
239,intersection,after,ASWman,meta_ironiya,True,
33769,intersection,before,mig41,net_atribucii,False,
217,intersection,after,ASWman,oba_urovnya,True,
2771,intersection,before,Agdchan,net_atribucii,False,
50164,C_after,after,rybar,ispolniteli,True,
31276,A_after_sample,after,mardanaka,ispolniteli,True,
31342,A_after_sample,after,mardanaka,ispolniteli,True,
52408,C_after,after,strelkovii,sistema,True,
32589,C_after,after,mig41,net_atribucii,False,
52944,C_after,after,vadim_trukhachyov,sistema,True,
61413,C_after,after,warhistoryalconafter,net_atribucii,False,
40313,C_after,after,podled,sistema,True,
44803,C_after,after,rightcourse,sistema,True,
349,C_after,after,ASWman,sistema,True,
44700,A_after_sample,after,rightcourse,ispolniteli,True,
44993,intersection,before,rightcourse,ispolniteli,True,
29110,C_after,after,ikakprosto,net_atribucii,False,
34072,C_after,after,milinfolive,net_atribucii,False,
46461,C_after,after,RSaponkov,net_atribucii,True,
18277,C_after,after,boris_rozhin,net_atribucii,False,
52982,C_after,after,vadim_trukhachyov,sistema,True,
32547,C_after,after,mig41,net_atribucii,False,
50774,intersection,before,rybar,net_atribucii,False,
53678,C_after,after,veteranrossii_online,vneshnij,True,
31116,C_after,after,lobaev_vlad,sistema,True,
3207,C_after,after,PravdaShuravi,sistema,True,
254,A_after_sample,after,ASWman,ispolniteli,True,
23107,A_after_sample,after,donrf22,net_atribucii,False,
55583,A_after_sample,after,voenacher,net_atribucii,False,
57364,C_after,after,WarDonbass,net_atribucii,False,
61388,A_after_sample,after,warhistoryalconafter,net_atribucii,False,
24181,A_after_sample,after,dva_majors,ispolniteli,True,
23305,C_after,after,donrf22,net_atribucii,False,
19379,intersection,before,boris_rozhin,net_atribucii,False,
271,C_after,after,ASWman,net_atribucii,False,
52140,C_after,after,soldat_prav,sistema,True,
81,C_after,after,ASWman,ispolniteli,True,
37822,C_after,after,olegsepar,ispolniteli,True,
38570,C_after,after,omonmoscow,ispolniteli,True,
61191,C_after,after,warhistoryalconafter,net_atribucii,False,
61292,A_after_sample,after,warhistoryalconafter,net_atribucii,False,
27503,C_after,after,golosmordora1,sistema,True,
34051,C_after,after,milinfolive,sistema,True,
1345,C_after,after,AdekVatnye_novosty,net_atribucii,False,
40315,C_after,after,podled,ispolniteli,True,
31119,C_after,after,lobaev_vlad,sistema,True,
61365,C_after,after,warhistoryalconafter,net_atribucii,False,
48507,C_after,after,RVvoenkor,vneshnij,True,
41305,A_after_sample,after,readovkanews,net_atribucii,False,
16718,C_after,after,SonOfMonarchy,sistema,True,
46708,C_after,after,rusfleet,net_atribucii,False,
44696,C_after,after,rightcourse,sistema,True,
55563,C_after,after,voenacher,net_atribucii,False,
2892,C_after,after,CVOZOVv,ispolniteli,True,
1369,A_after_sample,after,AdekVatnye_novosty,vneshnij,True,
3192,C_after,after,PravdaShuravi,sistema,True,
46463,C_after,after,RSaponkov,sistema,True,
35070,C_after,after,mkoleda,net_atribucii,False,
41429,C_after,after,readovkanews,vneshnij,False,
44777,A_after_sample,after,rightcourse,ispolniteli,True,
31252,A_after_sample,after,mardanaka,ispolniteli,True,
338,C_after,after,ASWman,net_atribucii,False,
56337,C_after,after,voenkorKotenok,sistema,True,
61376,C_after,after,warhistoryalconafter,net_atribucii,False,
31256,A_after_sample,after,mardanaka,net_atribucii,False,
31299,C_after,after,mardanaka,net_atribucii,False,
44643,C_after,after,rightcourse,sistema,True,
75,A_after_sample,after,ASWman,ispolniteli,True,
61252,A_after_sample,after,warhistoryalconafter,net_atribucii,False,
53112,intersection,before,vadim_trukhachyov,net_atribucii,False,
40977,A_after_sample,after,pvo_vks,net_atribucii,False,
2958,C_after,after,CVOixZ,ispolniteli,True,
17958,A_after_sample,after,astramilitarum,net_atribucii,False,
10,C_after,after,ASWman,sistema,True,
55337,C_after,after,vladlentatarsky,net_atribucii,False,
18250,C_after,after,boris_rozhin,net_atribucii,True,
31290,C_after,after,mardanaka,net_atribucii,False,
95,C_after,after,ASWman,sistema,True,
50146,C_after,after,rybar,ispolniteli,True,
35066,intersection,after,mkoleda,net_atribucii,False,
52136,C_after,after,soldat_prav,ispolniteli,True,
1279,A_after_sample,after,AdekVatnye_novosty,ispolniteli,True,
61355,A_after_sample,after,warhistoryalconafter,net_atribucii,False,
24205,C_after,after,dva_majors,net_atribucii,False,
120,A_after_sample,after,ASWman,ispolniteli,True,
44667,C_after,after,rightcourse,net_atribucii,False,
18344,C_after,after,boris_rozhin,net_atribucii,False,
46438,C_after,after,RSaponkov,net_atribucii,False,
28405,C_after,after,holmogor_talks,sistema,True,
25680,C_after,after,first_political,net_atribucii,False,
35267,C_after,after,nationconsunion,sistema,True,
52891,C_after,after,vadim_trukhachyov,sistema,True,
64991,C_after,after,yurasumy,vneshnij,True,
3,C_after,after,ASWman,net_atribucii,True,
28387,C_after,after,holmogor_talks,sistema,True,
115,C_after,after,ASWman,sistema,True,
52911,A_after_sample,after,vadim_trukhachyov,ispolniteli,True,
28461,C_after,after,holmogor_talks,sistema,True,
3266,C_after,after,PravdaShuravi,net_atribucii,False,
44633,A_after_sample,after,rightcourse,ispolniteli,True,
52889,intersection,after,vadim_trukhachyov,meta_ironiya,True,
24197,C_after,after,dva_majors,sistema,True,
28445,A_after_sample,after,holmogor_talks,ispolniteli,True,
28386,A_after_sample,after,holmogor_talks,ispolniteli,True,
31281,A_after_sample,after,mardanaka,ispolniteli,True,
35268,C_after,after,nationconsunion,net_atribucii,True,
40300,A_after_sample,after,podled,ispolniteli,True,
6100,C_after,after,SolovievLive,net_atribucii,False,
3737,A_after_sample,after,SIL0VIKI,net_atribucii,False,
40375,C_after,after,podled,sistema,True,
32375,intersection,before,mardanaka,ispolniteli,True,
18365,C_after,after,boris_rozhin,net_atribucii,False,
20367,intersection,after,chvkmedia,net_atribucii,False,
32523,C_after,after,mig41,vneshnij,True,
17497,C_after,after,antiseptic_channel,net_atribucii,True,
46435,C_after,after,RSaponkov,net_atribucii,True,
18145,C_after,after,bomber_fighter,sistema,True,
23259,C_after,after,donrf22,net_atribucii,True,
44794,C_after,after,rightcourse,sistema,True,
1358,A_after_sample,after,AdekVatnye_novosty,ispolniteli,True,
31310,C_after,after,mardanaka,net_atribucii,False,
18267,A_after_sample,after,boris_rozhin,net_atribucii,True,
25424,C_after,after,epoddubny,net_atribucii,False,
31388,C_after,after,mardanaka,sistema,True,
40091,C_after,after,panteri_panteri,ispolniteli,True,
53792,intersection,before,veteranrossii_online,net_atribucii,False,
25655,C_after,after,first_political,net_atribucii,False,
50149,C_after,after,rybar,net_atribucii,False,
44774,A_after_sample,after,rightcourse,ispolniteli,True,
5451,intersection,before,SIL0VIKI,net_atribucii,False,
37558,C_after,after,notes_veterans,sistema,True,
3753,C_after,after,SIL0VIKI,net_atribucii,False,
3204,C_after,after,PravdaShuravi,net_atribucii,False,
299,C_after,after,ASWman,sistema,True,
36637,C_after,after,new_militarycolumnist,net_atribucii,False,
17969,A_after_sample,after,astramilitarum,ispolniteli,True,
61425,C_after,after,warhistoryalconafter,net_atribucii,False,
3181,C_after,after,PravdaShuravi,sistema,True,
321,C_after,after,ASWman,sistema,True,
37554,C_after,after,notes_veterans,net_atribucii,False,
34083,C_after,after,milinfolive,ispolniteli,True,
24167,C_after,after,dva_majors,net_atribucii,False,
3797,C_after,after,SIL0VIKI,sistema,True,
284,C_after,after,ASWman,net_atribucii,True,
46698,C_after,after,rusfleet,net_atribucii,False,
43280,intersection,before,readovkanews,net_atribucii,False,
32461,C_after,after,mig41,net_atribucii,False,
259,C_after,after,ASWman,ispolniteli,True,
24223,C_after,after,dva_majors,sistema,True,
52953,C_after,after,vadim_trukhachyov,sistema,True,
5841,C_after,after,SolovievLive,vneshnij,True,
50151,C_after,after,rybar,ispolniteli,True,
61402,A_after_sample,after,warhistoryalconafter,net_atribucii,False,
3244,A_after_sample,after,PravdaShuravi,net_atribucii,False,
23182,C_after,after,donrf22,sistema,True,
18149,C_after,after,bomber_fighter,sistema,True,
275,C_after,after,ASWman,meta_ironiya,True,
336,C_after,after,ASWman,sistema,True,
41353,A_after_sample,after,readovkanews,net_atribucii,False,
11,C_after,after,ASWman,net_atribucii,False,
231,A_after_sample,after,ASWman,net_atribucii,False,
61367,C_after,after,warhistoryalconafter,net_atribucii,False,
60741,intersection,before,WarDonbass,net_atribucii,False,
37884,C_after,after,olegsepar,ispolniteli,True,
223,C_after,after,ASWman,sistema,True,
1214,C_after,after,AdekVatnye_novosty,net_atribucii,False,
215,C_after,after,ASWman,net_atribucii,False,
37571,C_after,after,notes_veterans,net_atribucii,False,
18445,C_after,after,boris_rozhin,net_atribucii,False,
20401,C_after,after,chvkmedia,net_atribucii,False,
32545,A_after_sample,after,mig41,ispolniteli,True,
44680,intersection,after,rightcourse,sistema,True,
60772,C_after,after,wargonzo,net_atribucii,False,
40276,C_after,after,panzwaffle,net_atribucii,False,
3206,C_after,after,PravdaShuravi,sistema,True,
32548,C_after,after,mig41,sistema,True,
55336,C_after,after,vladlentatarsky,net_atribucii,True,
17957,C_after,after,astramilitarum,net_atribucii,True,
33933,intersection,before,mig41,ispolniteli,True,
6101,intersection,after,SolovievLive,net_atribucii,False,
32544,C_after,after,mig41,net_atribucii,False,
20428,intersection,before,chvkmedia,net_atribucii,False,
1305,C_after,after,AdekVatnye_novosty,net_atribucii,False,
5888,C_after,after,SolovievLive,vneshnij,True,
44773,C_after,after,rightcourse,sistema,True,
6316,C_after,after,SolovievLive,net_atribucii,False,
61202,A_after_sample,after,warhistoryalconafter,ispolniteli,True,
28455,C_after,after,holmogor_talks,sistema,True,
31387,C_after,after,mardanaka,sistema,True,
31286,A_after_sample,after,mardanaka,ispolniteli,True,
279,C_after,after,ASWman,sistema,True,
45278,intersection,before,rightcourse,ispolniteli,True,
35270,C_after,after,nationconsunion,ispolniteli,True,
44642,C_after,after,rightcourse,sistema,True,
32478,C_after,after,mig41,net_atribucii,False,
31327,C_after,after,mardanaka,vneshnij,True,
234,C_after,after,ASWman,sistema,True,
31244,A_after_sample,after,mardanaka,net_atribucii,False,
24146,C_after,after,dva_majors,net_atribucii,True,
18329,A_after_sample,after,boris_rozhin,ispolniteli,True,
41432,A_after_sample,after,readovkanews,net_atribucii,False,
50138,C_after,after,rybar,sistema,True,
24143,C_after,after,dva_majors,sistema,True,
52985,C_after,after,vadim_trukhachyov,sistema,True,
202,C_after,after,ASWman,sistema,True,
18334,intersection,after,boris_rozhin,kreml_ap,True,
48531,C_after,after,RVvoenkor,net_atribucii,False,
37836,C_after,after,olegsepar,net_atribucii,False,
18383,intersection,after,boris_rozhin,net_atribucii,False,
35300,C_after,after,nationconsunion,net_atribucii,False,
31335,C_after,after,mardanaka,sistema,True,
13728,intersection,before,SolovievLive,net_atribucii,False,
346,C_after,after,ASWman,sistema,True,
18375,intersection,after,boris_rozhin,meta_ironiya,True,
38607,C_after,after,operline_ru,sistema,True,
37575,C_after,after,notes_veterans,net_atribucii,False,
285,C_after,after,ASWman,sistema,True,
1225,C_after,after,AdekVatnye_novosty,net_atribucii,False,
44647,C_after,after,rightcourse,kreml_ap,True,
3231,C_after,after,PravdaShuravi,vneshnij,True,
2342,intersection,before,AdekVatnye_novosty,net_atribucii,False,
28417,C_after,after,holmogor_talks,net_atribucii,False,
46883,C_after,after,russia_nacionalist,net_atribucii,False,
40336,C_after,after,podled,net_atribucii,True,
52940,C_after,after,vadim_trukhachyov,sistema,True,
37568,C_after,after,notes_veterans,sistema,False,
19378,intersection,before,boris_rozhin,net_atribucii,False,
6163,A_after_sample,after,SolovievLive,net_atribucii,False,
45268,intersection,before,rightcourse,ispolniteli,True,
2366,C_after,after,Agdchan,vneshnij,True,
48692,intersection,before,RVvoenkor,net_atribucii,False,
6161,C_after,after,SolovievLive,net_atribucii,False,
47216,intersection,before,russia_nacionalist,net_atribucii,False,
45242,intersection,before,rightcourse,net_atribucii,False,
24193,C_after,after,dva_majors,sistema,True,
52902,C_after,after,vadim_trukhachyov,ispolniteli,True,
37811,C_after,after,olegsepar,net_atribucii,False,
37815,A_after_sample,after,olegsepar,net_atribucii,False,
31305,A_after_sample,after,mardanaka,ispolniteli,True,
42721,intersection,before,readovkanews,net_atribucii,False,
37572,intersection,after,notes_veterans,net_atribucii,False,
64973,C_after,after,yurasumy,sistema,True,
61289,A_after_sample,after,warhistoryalconafter,net_atribucii,False,
23240,intersection,after,donrf22,meta_ironiya,True,
5704,C_after,after,SolovievLive,net_atribucii,False,
46873,A_after_sample,after,russia_nacionalist,sistema,True,
52149,C_after,after,soldat_prav,net_atribucii,False,
32477,C_after,after,mig41,net_atribucii,False,
224,C_after,after,ASWman,net_atribucii,False,
35057,C_after,after,mkoleda,net_atribucii,False,
37551,C_after,after,notes_veterans,net_atribucii,False,
28406,C_after,after,holmogor_talks,ispolniteli,True,
56840,C_after,after,vozlevoiny,net_atribucii,True,
40079,C_after,after,panteri_panteri,net_atribucii,False,
61245,A_after_sample,after,warhistoryalconafter,net_atribucii,False,
44640,C_after,after,rightcourse,ispolniteli,True,
37547,C_after,after,notes_veterans,net_atribucii,False,
64994,C_after,after,yurasumy,net_atribucii,False,
61421,C_after,after,warhistoryalconafter,ispolniteli,True,
64977,C_after,after,yurasumy,net_atribucii,False,
31362,A_after_sample,after,mardanaka,net_atribucii,False,
51206,A_after_sample,after,sashakots,net_atribucii,False,
36640,C_after,after,new_militarycolumnist,net_atribucii,False,
36631,C_after,after,new_militarycolumnist,net_atribucii,False,
20352,C_after,after,chvkmedia,net_atribucii,False,
151,A_after_sample,after,ASWman,sistema,True,
182,C_after,after,ASWman,sistema,True,
24199,C_after,after,dva_majors,net_atribucii,False,
24234,A_after_sample,after,dva_majors,net_atribucii,False,
50160,A_after_sample,after,rybar,ispolniteli,True,
41481,C_after,after,readovkanews,net_atribucii,False,
52964,C_after,after,vadim_trukhachyov,ispolniteli,True,
44723,A_after_sample,after,rightcourse,ispolniteli,True,
24150,C_after,after,dva_majors,sistema,True,
40349,A_after_sample,after,podled,ispolniteli,True,
32438,C_after,after,mig41,net_atribucii,False,
60763,C_after,after,wargonzo,sistema,True,
24180,C_after,after,dva_majors,net_atribucii,False,
269,C_after,after,ASWman,ispolniteli,True,
1317,C_after,after,AdekVatnye_novosty,net_atribucii,True,
24222,C_after,after,dva_majors,ispolniteli,True,
36668,C_after,after,new_militarycolumnist,net_atribucii,False,
57376,A_after_sample,after,WarDonbass,net_atribucii,False,
6158,intersection,after,SolovievLive,peskov,False,
24240,C_after,after,dva_majors,net_atribucii,False,
41371,A_after_sample,after,readovkanews,net_atribucii,False,
37786,C_after,after,olegsepar,net_atribucii,False,
3819,intersection,before,SIL0VIKI,net_atribucii,False,
53662,C_after,after,veteranrossii_online,net_atribucii,False,
24231,intersection,after,dva_majors,net_atribucii,False,
1244,A_after_sample,after,AdekVatnye_novosty,vneshnij,False,
28391,C_after,after,holmogor_talks,net_atribucii,False,
61227,A_after_sample,after,warhistoryalconafter,net_atribucii,False,
31398,C_after,after,mardanaka,net_atribucii,False,
32455,C_after,after,mig41,net_atribucii,False,
25,C_after,after,ASWman,sistema,True,
27508,C_after,after,golosmordora1,sistema,True,
27495,A_after_sample,after,golosmordora1,ispolniteli,True,
5727,C_after,after,SolovievLive,net_atribucii,False,
56371,C_after,after,voenkorKotenok,net_atribucii,False,
35255,C_after,after,nationconsunion,ispolniteli,True,
40302,C_after,after,podled,net_atribucii,True,
38,C_after,after,ASWman,sistema,True,
20386,A_after_sample,after,chvkmedia,net_atribucii,False,
18349,A_after_sample,after,boris_rozhin,vneshnij,False,
23306,C_after,after,donrf22,net_atribucii,True,
28414,C_after,after,holmogor_talks,net_atribucii,False,
34080,C_after,after,milinfolive,sistema,True,
44823,A_after_sample,after,rightcourse,ispolniteli,True,
48506,C_after,after,RVvoenkor,net_atribucii,False,
24172,A_after_sample,after,dva_majors,net_atribucii,True,
1350,C_after,after,AdekVatnye_novosty,vneshnij,False,
65454,A_after_sample,after,zeleniy_krai,ispolniteli,True,
56911,C_after,after,vysokygovorit,net_atribucii,True,
5970,C_after,after,SolovievLive,net_atribucii,False,
233,intersection,after,ASWman,oba_urovnya,True,
61217,C_after,after,warhistoryalconafter,net_atribucii,False,
265,C_after,after,ASWman,meta_ironiya,True,
32535,C_after,after,mig41,sistema,True,
23185,A_after_sample,after,donrf22,ispolniteli,True,
55579,C_after,after,voenacher,sistema,True,
6,intersection,after,ASWman,sistema,True,
50933,intersection,after,sanya_florida,ispolniteli,True,
45994,intersection,before,rightcourse,net_atribucii,True,
59749,intersection,before,WarDonbass,net_atribucii,False,
1231,C_after,after,AdekVatnye_novosty,ispolniteli,True,
46709,C_after,after,rusfleet,ispolniteli,True,
40368,C_after,after,podled,sistema,True,
48519,A_after_sample,after,RVvoenkor,net_atribucii,False,
37849,C_after,after,olegsepar,sistema,True,
50135,C_after,after,rybar,net_atribucii,False,
40086,intersection,after,panteri_panteri,meta_ironiya,True,
38708,intersection,before,opoveshenie,net_atribucii,False,
31391,C_after,after,mardanaka,net_atribucii,False,
44824,C_after,after,rightcourse,net_atribucii,False,
35269,A_after_sample,after,nationconsunion,net_atribucii,False,
32575,C_after,after,mig41,net_atribucii,False,
48530,intersection,after,RVvoenkor,net_atribucii,False,
37565,C_after,after,notes_veterans,sistema,True,
281,C_after,after,ASWman,net_atribucii,False,
50123,C_after,after,rybar,net_atribucii,False,
61333,A_after_sample,after,warhistoryalconafter,net_atribucii,False,
44756,C_after,after,rightcourse,sistema,True,
186,C_after,after,ASWman,sistema,True,
55585,C_after,after,voenacher,net_atribucii,False,
57402,C_after,after,WarDonbass,net_atribucii,False,
23197,C_after,after,donrf22,net_atribucii,True,
56341,A_after_sample,after,voenkorKotenok,,,
1302,C_after,after,AdekVatnye_novosty,,,
37881,C_after,after,olegsepar,net_atribucii,False,True
9314,intersection,before,SolovievLive,net_atribucii,False,
35303,A_after_sample,after,nationconsunion,ispolniteli,True,
16715,C_after,after,SonOfMonarchy,sistema,True,
1310,C_after,after,AdekVatnye_novosty,net_atribucii,False,
274,C_after,after,ASWman,net_atribucii,False,
3809,C_after,after,SIL0VIKI,vneshnij,False,
37840,A_after_sample,after,olegsepar,ispolniteli,True,
20380,C_after,after,chvkmedia,net_atribucii,False,
35610,intersection,before,nationconsunion,net_atribucii,False,
35879,intersection,before,nationconsunion,sistema,False,
64988,C_after,after,yurasumy,net_atribucii,False,
43130,intersection,before,readovkanews,net_atribucii,False,
43623,intersection,before,readovkanews,net_atribucii,False,
52139,C_after,after,soldat_prav,net_atribucii,False,
46693,A_after_sample,after,rusfleet,ispolniteli,True,
27506,C_after,after,golosmordora1,vneshnij,True,
34078,C_after,after,milinfolive,sistema,True,
6342,C_after,after,SolovievLive,net_atribucii,False,
18303,A_after_sample,after,boris_rozhin,ispolniteli,True,
60247,intersection,before,WarDonbass,net_atribucii,False,
23255,C_after,after,donrf22,sistema,True,
54418,intersection,before,veteranrossii_online,net_atribucii,False,
24953,intersection,before,dva_majors,net_atribucii,False,
18146,C_after,after,bomber_fighter,sistema,True,
55562,C_after,after,voenacher,ispolniteli,True,
20168,C_after,after,btr80,vneshnij,True,
46447,C_after,after,RSaponkov,net_atribucii,False,
354,A_after_sample,after,ASWman,ispolniteli,True,
32441,C_after,after,mig41,sistema,True,
52141,C_after,after,soldat_prav,net_atribucii,False,
1223,C_after,after,AdekVatnye_novosty,net_atribucii,False,
31368,C_after,after,mardanaka,ispolniteli,True,
31123,C_after,after,lobaev_vlad,sistema,True,
17965,C_after,after,astramilitarum,sistema,True,
35607,intersection,before,nationconsunion,net_atribucii,False,
23238,C_after,after,donrf22,meta_ironiya,True,
117,A_after_sample,after,ASWman,ispolniteli,True,
50131,C_after,after,rybar,net_atribucii,False,
56927,C_after,after,vysokygovorit,net_atribucii,False,
47214,intersection,before,russia_nacionalist,net_atribucii,False,
185,C_after,after,ASWman,sistema,True,
353,C_after,after,ASWman,sistema,True,
5980,C_after,after,SolovievLive,net_atribucii,False,
206,C_after,after,ASWman,sistema,True,
319,C_after,after,ASWman,sistema,True,
17002,intersection,before,SonOfMonarchy,net_atribucii,False,
31340,A_after_sample,after,mardanaka,ispolniteli,True,
56924,C_after,after,vysokygovorit,sistema,True,
18243,C_after,after,boris_rozhin,vneshnij,True,
28427,A_after_sample,after,holmogor_talks,ispolniteli,True,
3168,A_after_sample,after,PravdaShuravi,ispolniteli,True,
1256,C_after,after,AdekVatnye_novosty,net_atribucii,False,
52912,intersection,after,vadim_trukhachyov,kreml_ap,True,
28303,intersection,before,Hard_Blog_Line,sistema,True,
78,C_after,after,ASWman,net_atribucii,False,
32472,C_after,after,mig41,sistema,True,
24232,C_after,after,dva_majors,net_atribucii,False,
18320,A_after_sample,after,boris_rozhin,vneshnij,True,
40324,A_after_sample,after,podled,ispolniteli,True,
56330,C_after,after,voenkorKotenok,sistema,True,
31298,A_after_sample,after,mardanaka,net_atribucii,False,
31269,C_after,after,mardanaka,vneshnij,True,
31308,C_after,after,mardanaka,net_atribucii,False,
29108,C_after,after,ikakprosto,net_atribucii,False,
24171,A_after_sample,after,dva_majors,ispolniteli,True,
28457,C_after,after,holmogor_talks,sistema,True,
53040,intersection,before,vadim_trukhachyov,ispolniteli,True,
18159,C_after,after,bomber_fighter,sistema,True,
29216,intersection,after,istorijaoruzijaZ,ispolniteli,False,
18253,C_after,after,boris_rozhin,net_atribucii,False,
17234,C_after,after,Ural_Otvag2022,sistema,True,
37860,C_after,after,olegsepar,net_atribucii,False,
22801,C_after,after,DonbassYasinovatayanaliniiOgnia,sistema,True,
50171,C_after,after,rybar,sistema,True,
23154,C_after,after,donrf22,vneshnij,True,
31122,C_after,after,lobaev_vlad,ispolniteli,True,
24230,intersection,after,dva_majors,sistema,True,
359,C_after,after,ASWman,sistema,True,
37879,C_after,after,olegsepar,sistema,True,
18371,C_after,after,boris_rozhin,net_atribucii,False,
36634,C_after,after,new_militarycolumnist,net_atribucii,False,
31317,C_after,after,mardanaka,net_atribucii,False,
44720,A_after_sample,after,rightcourse,ispolniteli,True,
44713,C_after,after,rightcourse,sistema,True,
48533,A_after_sample,after,RVvoenkor,vneshnij,True,
35285,C_after,after,nationconsunion,ispolniteli,True,
46898,C_after,after,russia_nacionalist,ispolniteli,True,
6151,C_after,after,SolovievLive,net_atribucii,False,
25648,C_after,after,first_political,net_atribucii,False,
61169,C_after,after,warhistoryalconafter,net_atribucii,False,
52954,C_after,after,vadim_trukhachyov,sistema,True,
55477,A_after_sample,after,vlagr,ispolniteli,True,
18291,C_after,after,boris_rozhin,ispolniteli,False,
104,C_after,after,ASWman,sistema,True,
44776,C_after,after,rightcourse,sistema,True,
3243,A_after_sample,after,PravdaShuravi,ispolniteli,True,
369,A_after_sample,after,ASWman,net_atribucii,False,
41453,A_after_sample,after,readovkanews,ispolniteli,False,
310,intersection,after,ASWman,sistema,True,
61193,C_after,after,warhistoryalconafter,net_atribucii,False,
44677,C_after,after,rightcourse,sistema,True,
61339,A_after_sample,after,warhistoryalconafter,net_atribucii,False,
251,C_after,after,ASWman,sistema,True,
48532,intersection,after,RVvoenkor,peskov,False,
61400,C_after,after,warhistoryalconafter,ispolniteli,True,
33375,intersection,before,mig41,net_atribucii,False,
44690,intersection,after,rightcourse,sistema,True,
32437,intersection,after,mig41,meta_ironiya,True,
40378,C_after,after,podled,ispolniteli,True,
28394,C_after,after,holmogor_talks,sistema,True,
23126,intersection,after,donrf22,ispolniteli,True,
29020,intersection,before,holmogor_talks,peskov,True,
35292,C_after,after,nationconsunion,ispolniteli,True,
55,C_after,after,ASWman,net_atribucii,False,
46887,C_after,after,russia_nacionalist,net_atribucii,False,
1273,C_after,after,AdekVatnye_novosty,vneshnij,True,
52943,C_after,after,vadim_trukhachyov,sistema,True,
56844,C_after,after,vozlevoiny,net_atribucii,False,
205,intersection,after,ASWman,ispolniteli,True,
44770,A_after_sample,after,rightcourse,ispolniteli,False,
28880,intersection,before,holmogor_talks,net_atribucii,False,
40361,A_after_sample,after,podled,ispolniteli,True,
44738,A_after_sample,after,rightcourse,sistema,True,
18289,C_after,after,boris_rozhin,net_atribucii,False,
57355,C_after,after,WarDonbass,net_atribucii,False,
119,C_after,after,ASWman,sistema,True,
44813,C_after,after,rightcourse,sistema,True,
