topic_id,topic_count,topic_name,Representation,Representative_Docs
15,149,15_переговоры_переговорах_переговоров_разговор,"['переговоры', 'переговорах', 'переговоров', 'разговор', 'бразилии', 'телефонный разговор', 'обсудить', 'кремле', 'саммите', 'сказал']","['Владимир Путин созвонился с президентом Бразилии Лулой да Силвой и обсудил итоги саммита на Аляске.', '🔴🔴🔴 Владимир Путин провел телефонный разговор с президентом Бразилии да Силвой во время технической остановки бразильского самолета в Москве по пути из Китая, сообщает Кремль. Главное из их разговора: 🟥Президент Бразилии поделился впечатлениями своего визита в КНР. Особое внимание да Силва уделил инициативе президента России о возобновлении прямых российско-украинских переговоров. Лидер Бразилии намерен содействовать успеху переговоров; 🟥Владимир Путин выразил благодарность лидерам Бразилии и Китая за их искреннее желание помочь в поиске путей разрешения конфликта; 🟥Президент Бразилии поблагодарил Путина за теплый прием на празднике в честь 80-летия Победы. Главы государств подтвердили стремление развивать российско-бразильское партнерство, которое активизировалось после переговоров в Москве 9 мая. ✍ Подписывайся на Соловьёва!', 'Главное из разговора президентов России и Бразилии: ▪️Путин и президент Бразилии рассмотрели вопросы, касающиеся совместной работы стран в рамках БРИКС и на других многосторонних площадках; ▪️Путин дал оценки ситуации вокруг Украины, подтвердив открытость российской стороны к диалогу; ▪️Президент Бразилии изложил свое видение возможных посреднических усилий по поиску путей урегулирования на Украине; ▪️Путин обсудил с президентом Бразилии аспекты российско-бразильского стратегического партнёрств.']"
16,134,16_крыму_крым_крыма_вице премьер,"['крыму', 'крым', 'крыма', 'вице премьер', 'планируется', 'восстановлению', 'произошло', 'министру', 'комиссию', 'сроки']","['Поручения в связи с ЧП на Крымском мосту Владимир Путин в связи с чрезвычайным происшествием на Крымском мосту получил доклады Председателя Правительства Михаила Мишустина, Заместителя Председателя Правительства Марата Хуснуллина, глав МЧС Александра Куренкова и Министерства транспорта Виталия Савельева, а также руководителей силовых ведомств. 🔸Президент поручил премьер-министру сформировать правительственную комиссию для выяснения причин произошедшего и скорейшей ликвидации последствий. В её состав войдут также главы Краснодарского края и Крыма, представители Росгвардии, ФСБ, МВД. 🔸По поручению главы государства Министр транспорта Виталий Савельев и глава МЧС Александр Куренков выехали на место происшествия.', '🇷🇺Вице-премьер Марат Хуснуллин о ликвидации последствий теракта на Крымском мосту: ▪️ По поручению Путина прошла правительственная комиссия по ликвидации ЧС; ▪️Строители занимаются обследованием Крымского моста после теракта. Сроки его восстановления будут понятны к вечеру; ▪️ Скоро запустится паромная переправа; ▪️ Железнодорожная часть Крымского моста полноценно работает; ▪️ Хуснуллин поручил информировать водителей об альтернативных маршрутах. t.me/RVvoenkor', 'Запустить движение по правой стороне Крымского моста планируется 5 декабря по одной полосе, 20 — по второй — Хуснуллин На совещании президента РФ с членами Правительства вице-премьер России Марат Хуснуллин доложил президенту РФ, что работы по усилению опор моста завершены, повреждены были четыре пролета на одной стороне моста, они будут заменены, однако в настоящее время движение легкового и части грузового транспорта, а также автобусов осуществляется в штатном режиме в обоих направлениях, работы по восстановлению ведутся в круглосуточном режиме. Он добавил, что с 10 октября будет запущен новый автомобильный маршрут, пролегающий по новым территориям. По нему можно будет ехать как в индивидуальном порядке, так и в организованной колонне. Из 180 км, требующих ремонта, 150 уже отремонтированы. Водителей оповещают по текущей ситуации на трассе, все поезда следуют согласно расписанию, задержек нет. По обычной дороге осуществляется реверсивное движение по одной из полос, добавил вице-премьер РФ. Монтаж новых пролетных строений начнется с 5 ноября, второй железнодорожный путь на Крымском мосту может быть запущен в сентябре следующего года. Часть грузового транспорта при необходимости может проезжать по автомобильной части моста, добавил Хуснуллин.']"
17,132,17_министром обороны_министра обороны_министр обороны_министром,"['министром обороны', 'министра обороны', 'министр обороны', 'министром', 'министров', 'министерство обороны', 'предложил', 'обороны', 'назначить', 'должность']","['⚡️Полный список тех, кого предложил назначить Владимир Путин: Для проведения консультаций предложены: – на должность Министра внутренних дел – Колокольцев Владимир Александрович; – на должность Министра по делам гражданской обороны, чрезвычайным ситуациям и ликвидации последствий стихийных бедствий – Куренков Александр Вячеславович ; – на должность Министра иностранных дел – Лавров Сергей Викторович; – на должность Министра обороны – Белоусов Андрей Рэмович; – на должность Министра юстиции – Чуйченко Константин Анатольевич; – на должность Директора Службы внешней разведки – Нарышкин Сергей Евгеньевич; – на должность Директора Федеральной службы безопасности – Бортников Александр Васильевич; – на должность Директора Федеральной службы войск национальной гвардии – Золотов Виктор Васильевич; – на должность Директора Федеральной службы охраны – Кочнев Дмитрий Викторович; – на должность Начальника Главного управления специальных программ Президента – Линц Александр Леонидович; – на должность главы Счетной палаты — Ковальчук Борис Юрьевич. Сенаторы проведут консультации по предложенным Президентом кандидатурам на заседаниях комитетов 13 мая и на заседании Совета Федерации 14 мая.', 'Полный список тех, кого предложил назначить Путин: Для проведения консультаций предложены: — на должность Министра внутренних дел – Колокольцев Владимир Александрович; — на должность Министра по делам гражданской обороны, чрезвычайным ситуациям и ликвидации последствий стихийных бедствий – Куренков Александр Вячеславович ; — на должность Министра иностранных дел – Лавров Сергей Викторович; — на должность Министра обороны – Белоусов Андрей Рэмович; — на должность Министра юстиции – Чуйченко Константин Анатольевич; — на должность Директора Службы внешней разведки – Нарышкин Сергей Евгеньевич; — на должность Директора Федеральной службы безопасности – Бортников Александр Васильевич; — на должность Директора Федеральной службы войск национальной гвардии – Золотов Виктор Васильевич; — на должность Директора Федеральной службы охраны – Кочнев Дмитрий Викторович; — на должность Начальника Главного управления специальных программ Президента – Линц Александр Леонидович. Сенаторы проведут консультации по предложенным Президентом кандидатурам на заседаниях комитетов 13 мая и на заседании Совета Федерации 14 мая.', '❗️Шойгу уходит с поста министра обороны. Путин предложил на пост министром обороны России Белоусова']"
18,128,18_самолета_самолет_инцидент_произошедшего,"['самолета', 'самолет', 'инцидент', 'произошедшего', 'обсудили', 'произошел', 'катастрофы', 'азербайджана', 'причинах', 'кремль']","['Главное из заявлений Путина на встрече с Алиевым о трагедии с самолетом AZAL: - Путин предложил Алиеву начать встречу с обсуждения ситуации с авиакатастрофой самолета азербайджанской авиакомпании AZAL; - Российский лидер еще раз выразил самые искренние соболезнования семьям погибших при крушении самолета AZAL; - Путин связал авиакатастрофу самолета AZAL в том числе с тем, что в небе находился украинский беспилотник; - Две ракеты, которые были выпущены системой ПВО России, не поразили самолет AZAL напрямую, а взорвались в нескольких метрах; - Самолет AZAL был задет не поражающими боевыми элементами ракет ПВО, а, скорее всего, обломками; - Экипажу самолета AZAL было предложено совершить посадку в Махачкале, но он принял решение идти в аэропорт базирования; - Россия даст правовую оценку действиям всех должностных лиц в связи с крушением самолета AZAL; - Надо дать объективную оценку и объявить истинные причины крушения самолета AZAL.', '🔴🔴🔴🔴 Причины авиакатастрофы самолета «AZAL» связаны в том числе с тем, что в небе находился украинский беспилотник — Владимир Путин. Главное из заявлений президента Российской Федерации по теме крушения сaмолета «AZAL»: 🟥Россия в день трагедии с самолётом «AZAL» ""вела"" три украинских БПЛА, которые пересекли границу России; 🟥Две ракеты, которые были выпущены системой ПВО России, не поразили самолет «AZAL» напрямую, а взорвались в нескольких метрах; 🟥Экипажу самолета «AZAL» было предложено совершить посадку в Махачкалке, но он принял решение идти в аэропорт базирования; 🟥Россия, согласно договоренностям, оказывает всяческое содействие следствию в связи с крушением самолета Азербайджана; 🟥Причины крушения самолета «AZAL» стали понятны после тщательного анализа произошедшего; 🟥Россия даст правовую оценку действиям всех должностных лиц в связи с крушением самолета «AZAL»; 🟥Россия сделает все, что требуется в таких трагических случаях, как крушение самолета «AZAL»; 🟥Владимир Путин подчеркнул, что для того, чтобы окончательно поставить точку в ситуации с крушением самолета «AZAL», нужно время; 🟥Путин сообщил, что о причинах крушения самолета «AZAL», которые он озвучил Алиеву, его проинформировали позавчера; 🟥Президент России также рассказал Алиеву, что он перед встречей уточнял, нет ли дополнительных деталей в ситуации с выяснением причин крушения самолета; 🟥Президент выразил глубочайшие соболезнования семьям погибших и напомнил, что приносил азербайджанскому президенту извинения за то, что трагедия произошла в небе над Россией.', '❗️В Таджикистане началась встреча Владимира Путина с лидером Азербайджана Ильхамом Алиевым. Президент России предложил Алиеву начать встречу с обсуждения ситуации с авиакатастрофой самолета азербайджанской авиакомпании AZAL. Путин напомнил Алиеву, что принес ему извинения за то, что трагедия с самолётом авиакомпании AZAL произошла в небе над Россией и выразил самые искренние соболезнования семьям погибших при крушении воздушного судна, а также отметил, что Россия, согласно договоренностям, оказывает всяческое содействие следствию в связи с крушением самолета Азербайджана. Далее Владимир Путин поделился с президентом Азербайджана основными выводами расследования: ➖Причины авиакатастрофы самолета AZAL связана в том числе с тем, что в небе находился украинский беспилотник ➖Россия в день трагедии с самолётом AZAL вела три украинских беспилотника, которые пересекли границу России ➖Две ракеты, которые были выпущены системой ПВО России, не поразили самолёт AZAL напрямую, а взорвались в нескольких метрах от него ➖Самолëт был задет, скорее всего, обломками, а не поражающими боевыми элементами ➖Экипажу самолета AZAL было предложено совершить посадку в Махачкалке, но они решили идти в аэропорт базирования ➖Причины крушения самолета AZAL стали понятны после тщательного анализа произошедшего Владимир Путин отметил, что Россия даст правовую оценку действиям всех должностных лиц в связи с крушением самолета AZAL, и сообщил президенту Азербайджана, что будет сделано всë необходимое в части компенсаций в связи с крушением самолета AZAL. 🇷🇺 Подписаться - АдекВатные новости']"
19,125,19_завершилось_завершился_переговорах_переговоров,"['завершилось', 'завершился', 'переговорах', 'переговоров', 'переговоры', 'покинули', 'часа', 'кремле', 'разговор', 'сложности']","['❗️Переговоры Путина с Уиткоффом завершилась Они продлились более 3,5 часов.', '⚡️Переговоры Путина и Эрдогана в Сочи завершились, встреча длилась более 4 часов', '❗️Переговоры Путина и Эрдогана в Сочи завершились, встреча длилась более 4 часов']"
20,124,20_интервью_россию_говорит_мысли,"['интервью', 'россию', 'говорит', 'мысли', 'сказал', 'александру', 'александр', 'русских', 'русский', 'человек']","['Такер Карлсон взял интервью у российского философа Александра Дугина. Ночью на сайте журналиста появилось 20-минутное видео беседы, записанной в Москве. ""Его идеи считаются настолько опасными, что украинское правительство убило его дочь, а Amazon не продаëт его книги"" — написал Карлсон в анонсе. Главное: — после развала СССР в мире не осталось идеологий, кроме либерализма. Либерализм на Западе стал тоталитарным — либерализм — это освобождение индивида от любой коллективной идентичности, а его последняя стадия — освобождение человека от человеческой идентичности — ранее демократия понималась как правление большинства, а теперь правят меньшинства — это в данный момент происходит в странах Запада — Владимир Путин — традиционный лидер, восстанавливающий традиционные ценности и укрепляющий суверенитет государства, он с самого начала выводил страну из-под глобального влияния — ""поворотным моментом"" в российской политике стал изданный президентом год назад указ о политической защите традиционных ценностей, направленный на восстановление христианства и традиционной семьи. — основа русофобии на Западе — то, что Россия защищает традиционные ценности, которые там пытаются уничтожить. 🎯 Подписывайся на SHOT 📩 Прислать новость', 'Такер Карлсон взял интервью у российского философа Александра Дугина. Ночью на сайте журналиста появилось 20-минутное видео беседы, записанной в Москве. «Его идеи считаются настолько опасными, что украинское правительство убило его дочь, а Amazon не продаëт его книги» — написал Карлсон в анонсе. Главное: — после развала СССР в мире не осталось идеологий, кроме либерализма. Либерализм на Западе стал тоталитарным — либерализм — это освобождение индивида от любой коллективной идентичности, а его последняя стадия — освобождение человека от человеческой идентичности — ранее демократия понималась как правление большинства, а теперь правят меньшинства — это в данный момент происходит в странах Запада — Владимир Путин — традиционный лидер, восстанавливающий традиционные ценности и укрепляющий суверенитет государства, он с самого начала выводил страну из-под глобального влияния — ""поворотным моментом"" в российской политике стал изданный президентом год назад указ о политической защите традиционных ценностей, направленный на восстановление христианства и традиционной семьи. — основа русофобии на Западе — то, что Россия защищает традиционные ценности, которые там пытаются уничтожить. 🕊 РОССИЯ СЕЙЧАС - подписаться', '🔥Такер Карлсон взял интервью у российского философа Александра Дугина. ""Его идеи считаются настолько опасными, что украинское правительство убило его дочь, а Amazon не продаëт его книги"" — написал Карлсон в анонсе. Можно по-разному относиться к Дугину, но это самый известный в мире современный русский философ. Интервью с Карлсоном, самым популярным консервативным журналистом в мире, тому подтверждение. Тезисы: ✅после развала СССР в мире не осталось идеологий, кроме либерализма. Либерализм на Западе стал тоталитарным. ✅либерализм — это освобождение индивида от любой коллективной идентичности, а его последняя стадия — освобождение человека от человеческой идентичности. ✅ранее демократия понималась как правление большинства, а теперь правят меньшинства — это в данный момент происходит в странах Запада. ✅Владимир Путин — традиционный лидер, восстанавливающий традиционные ценности и укрепляющий суверенитет государства, он с самого начала выводил страну из-под глобального влияния. ✅""поворотным моментом"" в российской политике стал изданный президентом год назад указ о политической защите традиционных ценностей, направленный на восстановление христианства и традиционной семьи. ✅основа русофобии на Западе — то, что Россия защищает традиционные ценности, которые там пытаются уничтожить.']"
21,121,21_отставке_кремля_подписал указ_указом,"['отставке', 'кремля', 'подписал указ', 'указом', 'указ', 'российской федерации', 'указа', 'назначен', 'назначил', 'пост']","['🇷🇺 Путин освободил от должности замруководителя Россотрудничества Наталью Поклонскую.', '❗️Путин подписал указ об освобождении Чубайса от должности спецпредставителя президента — Песков', '❗️Путин подписал указ об освобождении Чубайса от должности спецпредставителя президента — Песков']"
22,118,22_терроризма_задержали_кремле_telegram,"['терроризма', 'задержали', 'кремле', 'telegram', 'задержан', 'уголовное', 'грозит', 'силовики', 'соцсетях', 'ареста']","['❗️ Сразу два идеологических гнойника вскрыты российскими силовиками на Дальнем Востоке. Житель Владивостока (видео 1), являясь ярым противником СВО, в мессенджере «Telegram» распространял материалы, в которых пропагандировал идеологию терроризма как допустимую, нуждающуюся в поддержке и подражании. В отношении него возбуждено уголовное дело по ч. 2 ст. 205.2 УК РФ (Пропаганда терроризма, совершенная с использованием сети «Интернет»). Максимальное наказание за такое преступление до 7 лет лишения свободы. Фигурант признал вину и раскаялся в содеянном. Кроме того, осознав всю губительность пропаганды идей терроризма, предостерёг всех от совершения подобных действий. Другой проукраински настроенный житель Владивостока (видео 2), в мессенджере «Telegram» публично разместил комментарий, в котором призывал к убийству Президента РФ в связи с осуществлением им своей политической деятельности. В результате в отношении него возбуждено уголовное дело по ч. 2 ст. 205.2 УК РФ (Публичные призывы к осуществлению террористической деятельности, совершенные с использованием сети «Интернет»). Теперь ему грозит до 7 лет лишения свободы. Фигурант признал вину и раскаялся в содеянном. Кроме того, исходя из своего горького опыта, предостерёг всех от осуществления призывов к терроризму. 🎯 @opersvodki', '❗️ Сразу два идеологических гнойника вскрыты российскими силовиками на Дальнем Востоке. Житель Владивостока (видео 1), являясь ярым противником СВО, в мессенджере «Telegram» распространял материалы, в которых пропагандировал идеологию терроризма как допустимую, нуждающуюся в поддержке и подражании. В отношении него возбуждено уголовное дело по ч. 2 ст. 205.2 УК РФ (Пропаганда терроризма, совершенная с использованием сети «Интернет»). Максимальное наказание за такое преступление до 7 лет лишения свободы. Фигурант признал вину и раскаялся в содеянном. Кроме того, осознав всю губительность пропаганды идей терроризма, предостерёг всех от совершения подобных действий. Другой проукраински настроенный житель Владивостока (видео 2), в мессенджере «Telegram» публично разместил комментарий, в котором призывал к убийству Президента РФ в связи с осуществлением им своей политической деятельности. В результате в отношении него возбуждено уголовное дело по ч. 2 ст. 205.2 УК РФ (Публичные призывы к осуществлению террористической деятельности, совершенные с использованием сети «Интернет»). Теперь ему грозит до 7 лет лишения свободы. Фигурант признал вину и раскаялся в содеянном. Кроме того, исходя из своего горького опыта, предостерёг всех от осуществления призывов к терроризму. 🎯 @opersvodki', 'К видео выше: Сразу два идеологических гнойника вскрыты российскими силовиками на Дальнем Востоке. Житель Владивостока (видео 1), являясь ярым противником СВО, в мессенджере «Telegram» распространял материалы, в которых пропагандировал идеологию терроризма как допустимую, нуждающуюся в поддержке и подражании. В отношении него возбуждено уголовное дело по ч. 2 ст. 205.2 УК РФ (Пропаганда терроризма, совершенная с использованием сети «Интернет»). Максимальное наказание за такое преступление до 7 лет лишения свободы. Фигурант признал вину и раскаялся в содеянном. Кроме того, осознав всю губительность пропаганды идей терроризма, предостерёг всех от совершения подобных действий. Другой проукраински настроенный житель Владивостока (видео 2), в мессенджере «Telegram» публично разместил комментарий, в котором призывал к убийству Президента РФ в связи с осуществлением им своей политической деятельности. В результате в отношении него возбуждено уголовное дело по ч. 2 ст. 205.2 УК РФ (Публичные призывы к осуществлению террористической деятельности, совершенные с использованием сети «Интернет»). Теперь ему грозит до 7 лет лишения свободы. Фигурант признал вину и раскаялся в содеянном. Кроме того, исходя из своего горького опыта, предостерёг всех от осуществления призывов к терроризму. Рекомендуйте друзьям - АдекВатные новости']"
23,116,23_переговоры_телефонный разговор_обсудили_разговор,"['переговоры', 'телефонный разговор', 'обсудили', 'разговор', 'разговора', 'премьер министра', 'премьер министр', 'премьер', 'израиль', 'премьером']","['🇷🇺🇮🇱❗️Состоялся телефонный разговор Владимира Путина с Премьер-министром Государства Израиль Биньямином Нетаньяху, сообщает Кремль. 📍Обстоятельно обсуждено текущее развитие событий на Ближнем Востоке, в том числе в контексте выдвинутого Президентом США плана по нормализации в секторе Газа. Владимир Путин подтвердил неизменную позицию России в пользу комплексного урегулирования палестинского вопроса на известной международно-правовой основе. 📍Проведён обмен мнениями по другим региональным темам. В частности, высказана заинтересованность в поиске переговорных развязок по ситуации вокруг иранской ядерной программы и в дальнейшей стабилизации в Сирии. 📍Накануне Дня рождения Владимира Путина Премьер-министр Израиля выразил ему самые добрые пожелания. 📍Со своей стороны Президент России поздравил Биньямина Нетаньяху и израильский народ с наступлением еврейского праздника Суккот.', '\u200b\u200bСостоялся телефонный разговор президента России и премьер-министра Израиля Биньямина Нетаньяху по ситуации в регионе. #БлижнийВосток @new_militarycolumnist', 'Состоялся телефонный разговор Путина и Нетаньяху Владимир Путин провел телефонный разговор с премьером Израиля Нетаньяху, сообщает Кремль. Главное: - Обстоятельно обсуждено текущее развитие событий на Ближнем Востоке, в том числе в контексте выдвинутого Президентом США плана по нормализации в секторе Газа. Владимир Путин подтвердил неизменную позицию России в пользу комплексного урегулирования палестинского вопроса на известной международно-правовой основе; - Проведён обмен мнениями по другим региональным темам. В частности, высказана заинтересованность в поиске переговорных развязок по ситуации вокруг иранской ядерной программы и в дальнейшей стабилизации в Сирии; - Накануне Дня рождения Владимира Путина Премьер-министр Израиля выразил ему самые добрые пожелания; - Со своей стороны Президент России поздравил Биньямина Нетаньяху и израильский народ с наступлением еврейского праздника Суккот.']"
24,115,24_крыму_крым_крыма_россию,"['крыму', 'крым', 'крыма', 'россию', 'россией', 'состав россии', 'проголосовали', 'республике', 'единства', 'республика']","['❤️ 10-летие воссоединения Крыма с Россией В понедельник, 18 марта, отмечается День воссоединения Крыма с Россией. Ровно 10 лет назад Путин, глава Верховного совета Крыма Константинов, премьер Аксенов и председатель городского совета Севастополя Алексей Чалый подписали договор о принятии Республики Крым в состав России. Были образованы два новых субъекта в составе страны - Республика Крым и город федерального значения Севастополь. Историческому событию предшествовал референдум, прошедший 16 марта 2014. По его итогам воссоединение с Россией поддержали 96,77% жителей Крыма и 95,6% жителей Севастополя.', 'День воссоединения Республики Крым и города Севастополь с Россией: 11 лет в родной гавани 16 марта 2014 года, жители Крыма и Севастополя сделали свой исторический выбор. На Общекрымском референдуме 96,7% крымчан и 95,6% севастопольцев проголосовали за воссоединение с Россией. Это был день радости, надежды и восстановления исторической справедливости. Путь к воссоединению занял 22 года... В 1992–2014 годах Крым находился в составе Украины, но украинские власти относились к полуострову по остаточному принципу. Экономика не развивалась, инфраструктура разрушалась, Русское население подвергалось дискриминации, а культура России целенаправленно выдавливалась из жизни крымчан. В 2014 году политический кризис на Украине и государственный переворот поставили под угрозу права и безопасность жителей Крыма. В ответ на это Верховный совет Крыма принял решение о проведении референдума и 16 марта 2014 года миллионы крымчан сделали свой выбор в пользу России. 11 лет назад, 18 марта 2014 года президент России Владимир Путин, глава Крыма Сергей Аксёнов, председатель Верховного совета Крыма Владимир Константинов и мэр Севастополя Алексей Чалый подписали договор о принятии Крыма и Севастополя в состав Российской Федерации. 21 марта Федеральное Собрание России окончательно ратифицировало этот документ. Так в составе России появились два новых субъекта – Республика Крым и город федерального значения Севастополь. За прошедшие 11 лет Крым выдержал множество испытаний. Киевский режим при поддержке Запада развязал против крымчан настоящую экономическую и информационную войну: водная, энергетическая, транспортная и продовольственная блокады, юридическая агрессия и санкционное давление. Однако все эти попытки сломить полуостров провалились. Крымчане доказали свою стойкость и верность России. За эти годы Крым преобразился: ✅ Открыт Крымский мост – символ воссоединения Крыма с Россией. ✅ Построены Симферопольский аэропорт «Айвазовский», трасса «Таврида» и новые электростанции. ✅ Улучшена инфраструктура: газификация, водоснабжение, строительство жилья. ✅ Развиваются курортный сектор, виноделие и сельское хозяйство. ✅ Социальная сфера – новые школы, детские сады, больницы и спортивные комплексы. Русская весна стала символом национального единства и победы исторической справедливости. Несмотря на все препятствия, Крым уверенно развивается и укрепляет свои позиции в составе России. И пусть весь мир знает: Крым – это Россия. Навсегда! Сибирское объединение', 'День воссоединения Республики Крым и города Севастополь с Россией: 11 лет в родной гавани 16 марта 2014 года, жители Крыма и Севастополя сделали свой исторический выбор. На Общекрымском референдуме 96,7% крымчан и 95,6% севастопольцев проголосовали за воссоединение с Россией. Это был день радости, надежды и восстановления исторической справедливости. Путь к воссоединению занял 22 года... В 1992–2014 годах Крым находился в составе Украины, но украинские власти относились к полуострову по остаточному принципу. Экономика не развивалась, инфраструктура разрушалась, Русское население подвергалось дискриминации, а культура России целенаправленно выдавливалась из жизни крымчан. В 2014 году политический кризис на Украине и государственный переворот поставили под угрозу права и безопасность жителей Крыма. В ответ на это Верховный совет Крыма принял решение о проведении референдума и 16 марта 2014 года миллионы крымчан сделали свой выбор в пользу России. 11 лет назад, 18 марта 2014 года президент России Владимир Путин, глава Крыма Сергей Аксёнов, председатель Верховного совета Крыма Владимир Константинов и мэр Севастополя Алексей Чалый подписали договор о принятии Крыма и Севастополя в состав Российской Федерации. 21 марта Федеральное Собрание России окончательно ратифицировало этот документ. Так в составе России появились два новых субъекта – Республика Крым и город федерального значения Севастополь. За прошедшие 11 лет Крым выдержал множество испытаний. Киевский режим при поддержке Запада развязал против крымчан настоящую экономическую и информационную войну: водная, энергетическая, транспортная и продовольственная блокады, юридическая агрессия и санкционное давление. Однако все эти попытки сломить полуостров провалились. Крымчане доказали свою стойкость и верность России. За эти годы Крым преобразился: ✅ Открыт Крымский мост – символ воссоединения Крыма с Россией. ✅ Построены Симферопольский аэропорт «Айвазовский», трасса «Таврида» и новые электростанции. ✅ Улучшена инфраструктура: газификация, водоснабжение, строительство жилья. ✅ Развиваются курортный сектор, виноделие и сельское хозяйство. ✅ Социальная сфера – новые школы, детские сады, больницы и спортивные комплексы. Русская весна стала символом национального единства и победы исторической справедливости. Несмотря на все препятствия, Крым уверенно развивается и укрепляет свои позиции в составе России. И пусть весь мир знает: Крым – это Россия. Навсегда!']"
