trigger,guard,count,examples
prezident,country:Уганда,36,"[""Сын президента Уганды, бригадный генерал Мухоози Каинеругаба: Я слышал, что некоторые иностранные компании (я не знаю, какие именно) хотят покинуть страну, потому что мы приняли..."", ""Читаю «Коммерсант»: «Несколько дней подряд Сергей Лавров, отвечая на вопросы журналистов, раз за разом повторял, что российской вины в создании продовольственного кризиса, также..."", ""Павел Дуров уже открыто говорит, что в Facebook идут вбросы на тему российского происхождения ТГ. Американский Big Tech не потерпит конкуренции, они сильны именно монополией на ..."", ""Президент Уганды принял иранского посла Маджида Сафара в Кянкуанзи для обсуждения вопросов общего интереса и сотрудничества между двумя странами."", ""Кто из лидеров африканских стран уже находится в Сочи: • Президент Гвинеи Альфа Конде • Президент Мозамбика Филипе Ньюси • Президент Нигерии Мухаммаду Бухари • Президент ЮАР Сир..."", ""​​🇸🇴 «Политический СПИД». О новом кризисе в Сомали Новый и самый серьезный с апреля 2021 г. конституционный кризис разразился в Сомали после того, как 6 сентября премьер Мохамед..."", ""​​🇺🇬 «Остаться любой ценой». О президентских выборах в Уганде В 1971 г. один студент представил диссертацию об идеях Франца Фанона о насилии как высшей формы политической органи..."", ""​​Ревизия ревизоров. О скандале в Афросоюзе Влиятельный журнал «Жен Африк» вновь написал об одной из самых деликатных и болезненных для Африканского союза тем. В Механизме взаим...""]"
prezident,country:Мадагаскар,32,"[""Знаете, что это? Это знак того, что ЮАР скоро вспыхнет. Аналогичные изображения ранее в разное время появлялись перед протестами в Венесуэле, в будущем Южном Судане, обычном Суд..."", ""Reuters: Президент Мадагаскара Андри Радзуэлина, ранее покинувший страну на фоне массовых протестов, отправлен в отставку парламентом, который накануне он сам и распустил. Вслед..."", ""Africa Intelligence: Покинувший Мадагаскар президент отказался уходить в отставку на фоне массовых беспорядков. Андри Радзуэлина заявил, что способен управлять страной даже из-з..."", ""Reuters: Президент Мадагаскара покинул страну после протестов поколения Z, сообщают официальные лица. Президент Мадагаскара бежал из африканской страны, заявили в понедельник гл..."", ""Reuters: Президент Мадагаскара покинул страну после протестов поколения Z, сообщают официальные лица. Президент Мадагаскара бежал из африканской страны, заявили в понедельник гл..."", ""Международный ФАН: материалы за день (22 июля 2021 года) #Чтиво 🏴 В рамках проекта #Антитеррор Telegram-канал Рыбарь @rybar рассказал о тернистом пути ключевого русофоба в рядах..."", ""Что-то, воля ваша, суровое творится на африканском континенте. Пока наше внимание обращено на классические застарело кровоточащие регионы, вроде Афганистана – в Африке под шумок..."", ""Что-то, воля ваша, суровое творится на африканском континенте. Пока наше внимание обращено на классические застарело кровоточащие регионы, вроде Афганистана – в Африке под шумок...""]"
prezident,country:Вьетнам,31,"[""👔 Байден вдруг заявил, что спас мир от военной угрозы со стороны Вьетнама Американского президента спросили о его главном политическом наследии, и Байдену опять что-то причудило..."", ""Начало российско-вьетнамских переговоров. Темнейший пригласил Президента Вьетнама То Лама в Москву на празднование 80-летия Победы в Великой Отечественной войне."", ""Даже президент Вьетнама учился в Москве! А вы все до сих пор кафиры ! В сердце многих вьетнамцев и в моем сердце всегда хранится образ красивого пейзажа России, образ о русском ..."", ""Даже президент Вьетнама учился в Москве! А вы все до сих пор кафиры ! В сердце многих вьетнамцев и в моем сердце всегда хранится образ красивого пейзажа России, образ о русском ..."", ""🇷🇺🇻🇳«На полях» мероприятия ООН состоялась встреча Генпрокурора России с Президентом Вьетнама. Уважаемый товарищ Президент! Убежден, что взаимодействие надзорных ведомств Вьетнам..."", ""🇷🇺🇻🇳В рамках официального визита делегации Росгвардии в Ханой состоялась встреча главы ведомства Героя России генерала армии Виктора Золотова с Генеральным секретарем Центрально..."", ""Армия Россия освободила Украинку в ДНР. Это усиливает фланги группировки «Отважных». До границы с Днепропетровской областью всего 13 километров. И другие итоги дня: 🟥Армия Росси..."", ""🖥️ В столице Вьетнама, в Ханое начались российско-вьетнамские переговоры с участием премьер-министра России Михаила Мишустина и премьера Вьетнама Фам Минь Тиня. Главное: 🟥Глава ...""]"
prezident,country:Зимбабве,30,"[""🌍Африка с нами! Рассуждая о занятой африканскими странами позиции в связи с украинским кризисом, британское издание The Guardian признает, что поддержка со стороны многих африка..."", ""'Ресурсы Африки должны принадлежать Африке', — сказал бывший президент Зимбабве. А мы напомнили. Такая вот у RT реклама в Африке. За фото спасибо экс-министру образования страны..."", ""🖥️ Президент Зимбабве Эммерсон Мнангагва прибыл в Москву для участия в праздничных мероприятиях по случаю Дня Победы."", ""❗️ Вертолёт, на котором должен был лететь президент Зимбабве Эммерсон Мнангагва потерпел крушение. Местный телеканал со ссылкой на заявление министра информации страны Дженфана ..."", ""❗️Африка перестала быть спящим гигантом, она поднимается и скоро \""зарычит, как лев\"" — президент Зимбабве Эммерсон Мнангагва в интервью ТАСС."", ""❗️Зимбабве заинтересовано в прямом авиасообщении с Россией, хочет изучить возможность его запуска. Президент Зимбабве Эммерсон Мнангагва"", ""❗️Путин после пленарки ПМЭФ попрощался с президентом Боливии и беседует с президентом Зимбабве. Дмитрий Песков"", ""❗️Продвижение многополярного мира имеет большой потенциал для Зимбабве и Африки в целом. Президент Зимбабве на пленарном заседании ПМЭФ""]"
prezident,country:Ирландия,30,"[""🖥️ Бывший чемпион UFC в легком и полулегком весе Конор Макгрегор объявил об участии в президентских выборах Ирландии. Он сообщил, что ему удалось собрать необходимые подписи для..."", ""🖥️ Бывший чемпион UFC в легком и полулегком весе Конор Макгрегор объявил об участии в президентских выборах Ирландии. Он сообщил, что ему удалось собрать необходимые подписи для..."", ""Навязчивый клоун: Зеленский* за сутки обзвонил семерых европейских лидеров и попросил у них деньги на карманные расходы поблагодарил их за поддержку. Массовые спам-звонки он про..."", ""❗️Экс-чемпион UFC Конор Макгрегор допустил, что будет баллотироваться на пост президента Ирландии. Выборы пройдут в 2025 году. Макгрегору 35 лет, он владел чемпионскими поясами ..."", ""❗️Джо Байден встречается с президентом Ирландии Майклом Хиггинсом в Дублине."", ""Джо Байден не узнал Риши Сунака во время визита в Ирландию. Президент США буквально отодвинул премьер-министра Великобритании, чтобы поздороваться с представителем короля в граф..."", ""Новый кандидат в президенты Ирландии. 😀😀😀 Заявление на удаленное голосование по Ирландскому Федеральному Округу как обычно подавать через МФЦ."", ""Конор Макгрегор заявил, что будет баллотироваться в президенты Ирландии: он призвал голосовать за него на предстоящих выборах. @NeoficialniyBeZsonoV""]"
prezident,country:Гренландия,29,"[""🔥 У ЕС нашли «стратегическую уязвимость» от американского СПГ. Текущая доля США в европейском импорте природного газа составляет 27%. К концу десятилетия этот показатель вырасте..."", ""🇺🇸 Джей Ди Вэнс: \""...Дания, которая контролирует Гренландию, не справляется со своей работой и в этом смысле не является хорошим союзником. И надо спросить себя: «Как же разреши..."", ""The Telegraph: Трамп заключает соглашение по Гренландии Президент отказался от угрозы введения британских пошлин, согласовав с НАТО рамочные условия для «большого, прекрасного к..."", ""NBC News сообщает, что Трамп отказался отвечать на вопрос корреспондента о том, намерены ли США применять военную силу для аннексии Гренландии. «Отвечая на вопрос, готов ли он п..."", ""🖥️ «Думаю, президент вчера вечером высказался предельно ясно. Он заявил, что хочет, чтобы Соединенные Штаты приобрели Гренландию». Пресс-секретарь Белого дома Каролин Ливитт еще..."", ""🖥️ «США не должны использовать другие страны как предлог для своих интересов», — заявила официальный представитель МИД Китая Мао Нин на вопрос о словах Трампа в адрес Гренландии..."", ""Daily Mail: Дональд Трамп «приказывает начальникам штабов армии разработать план вторжения в Гренландию»: президент США воодушевлен успехом операции по захвату Мадуро. Как стало..."", ""🖥️ Вице-Президент США Джей Ди Вэнс заявил, что европейским лидерам стоит прислушаться к словам Дональда Трампа о Гренландии: «Я думаю, мой совет европейским лидерам и всем остал...""]"
prezident,country:Йемен,29,"[""Президент братского Йемена Махди аль-Машат подписал официальный закон, объявляющий США и Великобританию врагами этой арабской республики. Закон дает полномочия президенту вести ..."", ""​​5 мая боевики Houthi отразили новую атаку коалиции, возглавляемой Саудовской Аравией, и ее доверенных лиц на своих позициях вокруг военного лагеря Халид в районе Мауза в юго-з..."", ""Дональд Трамп ввел новые иммиграционные ограничения, полностью закрыв с 1 января въезд гражданам семи стран: Буркина-Фасо, Мали, Нигера, Южного Судана, Сирии, Лаоса и Сьерра-Лео..."", ""🖥️ Шеф Пентагона Пит Хегсет назвал «лживым» журналиста Atlantic, который утверждает, что случайно попал в чат с высокопоставленными чиновниками, где обсуждались атаки на хуситов..."", ""📺📺 Главное за ночь 🟥Авиакатастрофа в Южной Корее; 🟥«Талибан» атаковал несколько контрольно-пропускных пунктов на границе с Пакистаном; 🟥Уничтожение очередного американского MQ-9..."", ""❗️Американцы продолжат наносить удары по хуситам в Йемене Президент США Джо Байден заявил, что американцы продолжат наносить удары по силам хуситов в Йемене, если те не прекратя..."", ""Президент Йемена, представленный хуситами, Салех Самад был убит в результате авиаудара ВВС Саудовской Аравии в провинции Ходейда на западном побережье страны."", ""Хуситы подтвердили, что из-за израильских авиаударов по Йемену погиб глава их правительства Вместе с ним в результате атаки в минувший четверг скончались несколько министров, не...""]"
prezident,country:о-в Св. Елены,27,"[""🇺🇸 Жена Зеленского отказалась приехать в Конгресс по просьбе Байдена Американский президент пригласил Елену Зеленскую на свое выступление с ежегодным посланием «О положении стра..."", ""🇺🇦Елена Зеленская не знает, нужен ли ее муж украинскому обществу как президент Супруга президента Украины заявил, что она не знает, примет супруг решение идти на второй срок или..."", ""Разработку нового российского стиля обсудили на заседании коллегии Совета при НЦ «Россия» Четвертое заседание коллегии Совета по разработке и продвижению нового российского стил..."", ""🖥️ Продолжим рассказывать про визуальный код России, о котором сегодня говорили на ПМЭФ. Визуальный код — термин новый и для обывателя пока малопонятный. Советник президента Еле..."", ""⚡️ШОУ СКОТТА РИТТЕРА НА СОЛОВЬЁВ LIVE⚡️ ❗️ В эфире телеканала СоловьёвLIVE американский аналитик и бывший разведчик Корпуса морской пехоты США Скотт Риттер и его гость, Елена По..."", ""❗️Накал противостояния в Белграде не говорит, о том, что это новый виток политического переворота. По данным сербского МВД, около трех тысяч человек присутствовало на протестах,..."", ""🔴 СОЛОВЬЁВ LIVE | ЭФИР В студии Дмитрий Евстафьев! Профессор, который смотрит в мир - подведёт итоги и даст оценку самым значимым событиям прошедшей недели. В гостях: ▪️ Елена П..."", ""🔴 СОЛОВЬЁВ LIVE | ЭФИР В студии Дмитрий Евстафьев! Профессор, который смотрит в мир - подведёт итоги и даст оценку самым значимым событиям прошедшей недели. В гостях: ▪️ Елена П...""]"
prezident,country:Гвинея-Бисау,26,"[""⚡️Путин отлучался на телефонный разговор с президентом Гвинеи-Бисау, сообщил Кремль. \""Орешник\"" отменяется. Пока что. Рекомендуйте друзьям - АдекВатные новости"", ""Reuters сообщает, что в районе здания избирательной комиссии Гвинеи-Бисау, а также возле президентского дворца и министерства внутренних дел была слышна стрельба. По данным аген..."", ""🖥️ Президент Гвинеи-Бисау Умару Сисоку Эмбало прибыл в Москву для участия в праздничных мероприятиях по случаю Дня Победы."", ""Судя по фото, Президент Гвинеи-Бисау привёз Зеленскому кокаин)"", ""🛬Александр Лукашенко прилетел в Москву для участия в мероприятиях к 80-летию Победы. Также в столице приземлились лидер Казахстана Касым-Жомарт Токаев и президент Республики Сер..."", ""🇬🇼 Новый переворот в Африке? В столице #гвинеябисау начались перестрелки рядом с правительственным дворцом, сообщает RFI. Предположительно, нападение произошло во время экстренн..."", ""Командующий силами безопасности Ливийской национальной армии Халед Хафтар посетил Парад Победы в Москве, сообщает издание Northern Africa News. На Красной площади в Москве 9 мая..."", ""Попытка переворота в Гвинея-Бисау И снова северо-западная Африка. И снова французская сфера влияния. И снова попытка военного переворота. Во время заседания кабинета министров в...""]"
verkhovn,nato,25,"[""Всё так. За одним небольшим, но важным нюансом. Эти люди не воюют против нас. Они немножечко подсказывают, как воевать, на полшишечки делятся разведанными и вооружения отсыпают ..."", ""🌐 ИНОСМИ: ГОЛОСА ИЗ АМЕРИКИ 🇺🇸 «The Hill»: «экс-глава НАТО обозначил перспективы» «Бывший Верховный главнокомандующий НАТО Джеймс Ставридис заявил, что Россия и Украина истощены..."", ""Reuters: Конгресс США принимает масштабный оборонный закон, включающий поддержку Украины и Европы. «Сенат США в среду подавляющим большинством голосов проголосовал за продвижени..."", ""Bild: у ЕС и США осталось всего 18 месяцев, чтобы подготовиться к глобальному военному конфликту с Китаем и Россией. Об этом изданию заявил глава Европейского командования ВС СШ..."", ""📺📺 Глава РФПИ Кирилл Дмитриев прокомментировал прошедшие переговоры в США, а также дал несколько интервью американским СМИ. И другие новости: 🟥Заявления верховного главкома НАТО..."", ""Администрация Трампа рассматривает возможность отказа от командования НАТО, - NBC News. NBC сообщает: уже почти 75 лет четырехзвездный генерал США руководит всеми военными опера..."", ""❗️Необходимо вернуться к известному заявлению первого верховного главнокомандующего НАТО лорда Исмея. Когда его спросили о целях альянса, он, будучи британцем, заявил очень чётк..."", ""🇪🇺🌧 Patriot не будет в Европе ещё долгие годы: Запад оказался в ловушке собственных обещаний. 💬 Производство и поставка новых комплексов Patriot европейским странам займут до се...""]"
prezident,country:Гондурас,24,"[""The New York Times: Прокуроры Нью-Йорка расследуют связи президента Колумбии с наркоторговцами Американское издание The New York Times сообщает, что федеральные прокуроры в Манх..."", ""Госсекретарь США Марко Рубио поздравил Насри Асфуру с победой на выборах в Гондурасе: «Народ Гондураса высказался: Насри Асфура — следующий президент Гондураса. Соединённые Штат..."", ""Трамп заявил, что Зеленский* прилетит к нему в пятницу для подписания минеральной сделки «на триллион долларов», благодаря которой США вернут деньги, что потратил Байден на Укра..."", ""🖥️ Вертолет с президентом Гондураса Сиомарой Кастро на борту совершил аварийную посадку в джунглях в центральной части страны. Об этом сообщает издание El Heraldo. Инцидент прои..."", ""📹О созыве «президентов стран-членов сообщества государств Латинской Америки и Карибского бассейна» объявила президент Гондураса Сьомара Кастро для того, чтобы осудить государств..."", ""Левые побеждают в Гондурасе Кандидат от левых сил Ксиомара Кастро побеждает на выборах президента Гондураса, существенно опережая кандидата от правых, которые находились у власт..."", ""🇺🇸🇭🇳Бывший президент Гондураса Хуан Орландо Эрнандес экстрадирован в США для предъявления обвинений в наркоторговле. Генеральный прокурор США Меррик Гарланд уже заявил о том, чт..."", ""🇺🇸🇭🇳Бывший президент Гондураса Хуан Орландо Эрнандес экстрадирован в США для предъявления обвинений в наркоторговле. Генеральный прокурор США Меррик Гарланд уже заявил о том, чт...""]"
prezident,country:Канада,23,"[""🔥 Канада снимает ответные пошлины с Америки. Премьер-министр Марк Карни объявил об отмене ответных пошлин на широкий ассортимент американских товаров. Это решение призвано снизи..."", ""Трамп встретится с Зеленским на полях саммита G7 в Канаде Президент США Дональд Трамп на полях саммита G7 в Канаде намерен провести двусторонние встречи с главой киевского режим..."", ""📸 Дональд Трамп шантажирует Канаду, угрожая перекрыть мост Горди Хоу, до тех пор, пока американцы не получат «как минимум половину прав собственности» на объект. Мост, соединяющ..."", ""NBC: Трамп все чаще жалуется на уязвимость Канады перед Россией и Китаем «В частных разговорах президент все больше обеспокоен тем, что, по его мнению, Канада не в состоянии защ..."", ""🇷🇺 Кандидат на пост посла США в Исландии Билл Лонг в ходе встречи с американскими конгрессменами пошутил, что Исландия станет 52-м штатом страны, а он «станет его губернатором»...."", ""Reuters сообщает, что премьер-министр Канады Марк Карни лично принес извинения президенту США Дональду Трампу за политическую рекламу, в которой использовалась цитата Рональда Р..."", ""Трамп подписал указ об увеличении торговых пошлин на товары из Канады с 25% до 35%, он вступит в силу 1 августа 2025 года. Об этом сообщил Белый дом. «Вскоре после возвращения н..."", ""Премьер-министр Канады Карни встретится с Дональдом Трампом в Вашингтоне во вторник, пишет Financial Times. «В центре нашего внимания будут как непосредственные торговые проблем...""]"
prezident,country:Саудовская Аравия,23,"[""Трамп ставит себе в заслугу ближневосточные сделки, заключенные еще до его президентства, анализирует The Washington Post. Главное из статьи: 🟥В Дохе администрация Трампа объяви..."", ""🖥️ Спецпосланник Трампа по Ближнему Востоку Стив Уиткофф о грядущей встрече США и Украины в Саудовской Аравии: «Ну, президент Зеленский отправил письмо президенту. Думаю, презид..."", ""В 2011 году в Тунисе свергали диктатора, который стал воплощением тотальной коррупции, полицейского произвола, вседозволенности офицеров спецслужб. Президент Бен Али бежал из ст..."", ""Китайцы работают. Король Саудовской Аравии пригласил президента Ирана посетить Саудовскую Аравию с государственным визитом в рамках процесса нормализации отношений. Переговоры м..."", ""После того, как военная интервенция Саудовской Аравии в Йемене продолжается три года и с тех пор, как в первые месяцы кампании была достигнута незначительные достижения, Эр-Рияд..."", ""Поддерживаемые коалицией во главе с Саудовской Аравией сторонники президента Хади смогли за последную неделю выбить шиитских повстанцев из \""Ансар Аллах\"" из нескольких населенных..."", ""🇹🇳 В 2011 году в Тунисе свергали диктатора, который стал воплощением тотальной коррупции, полицейского произвола, вседозволенности офицеров спецслужб. Президент Бен Али бежал из..."", ""Пакистан, скорее всего, тоже пропустит мирный саммит в Швейцарии для поддержания «нейтралитета», сообщает Pakistan Today со ссылкой на источник. Отсутствие на саммите России \""на...""]"
prezident,country:Сомали,22,"[""ли. В их числе были БПК «Василий Чапаев» (капитан 1 ранга Л.А.Агаджамов), БДК «50 лет шефства ВЛКСМ» (бортовой номер 386, капитан 3 ранга А Маркин). Как это было описал адмирал ..."", ""после того как во время начавшейся агрессии сомалийской армии против Эфиопии Куба и СССР выступили на стороне последней отношения длившиеся много лет между нашими странами были ..."", ""Бахнула машина рядом с Национальным театром, что рядом с Villa Somalia официальным жилым дворцом и главным рабочим местом президента Сомали. Мы бы сказали, что это #правительств..."", ""Кто из лидеров африканских стран уже находится в Сочи: • Президент Гвинеи Альфа Конде • Президент Мозамбика Филипе Ньюси • Президент Нигерии Мухаммаду Бухари • Президент ЮАР Сир..."", ""📝Главное от Рыбаря📝 дайджест материалов за 4 апреля Американцы внезапно осознали, что из-за назревающего дефицита вольфрама делать боеприпасы будет трудно, и рекордный военный б..."", ""На форум Россия-Африка в Сочи уже прибыли: • Президент Гвинеи Альфа Конде • Президент Мозамбика Филипе Ньюси • Президент Нигерии Мухаммаду Бухари • Президент ЮАР Сирил Рамафоса ..."", ""⚡️Боевики захватили отель рядом с президентским дворцом в Сомали По меньшей мере жертвами атаки стали четыре человека. Накануне вечером боевики прорвались в отель в Могадишо и з..."", ""15 февраля в столице Сомали Могадишо состоялась церемония подписания Меморандума о взаимопонимании по строительству США 5 военных баз для сомалийской армии. Речь идёт про объект...""]"
prezident,country:Лаос,22,"[""\""Когда нечего делать - заслушай подчинённых! И только затем переходи к проверке порядка в шкафах!\"" Народная лаосская поговорка. Когда один Дед вздумал подчинить себе все корабли..."", ""🇨🇬🇷🇺В Казань прибыл президент Республики Конго 🇱🇦 Президента Лаоса Тхонглун Сисулит тоже встретили в Казани В аэропорту президента лично встретил Фарид Мухаметшин. Рекомендуйте ..."", ""\""Надеемся на вашу поддержку и принятие Лаоса в качестве будущего члена БРИКС\"" Президент Лаоса Тхонглун Сисулит заявил об интересе страны стать членом в БРИКС."", ""🖥️ Зампред Совбеза России Дмитрий Медведев встретился с президентом Лаоса Тхонглуном Сисулитом. Он отметил, что отношения двух стран развиваются по всем направлениям, а также по..."", ""БРИКС играет ключевую роль в изменении мирового порядка - президент Лаоса"", ""❗️ Президент Лаоса планирует принять участие в саммите БРИКС в Казани, сообщили в МИД РФ."", ""📹Несмотря на давление западных стран, Россия развивается и помогает развивать многополярный и справедливый мир. Президент Лаоса Тонглун Сисулит"", ""📹В Кремле проходят российско-лаосские переговоры. Ранее Президент Лаоса Тхонглун Сисулит принял участие в торжественных мероприятиях по случаю празднования 79-й годовщины Победы...""]"
prezident,country:Кипр,22,"[""🇬🇧 Британия больше не позволит США пользоваться авиабазой на Кипре для атак на Иран ⚫️Во время телефонного разговора с президентом Кипра Никосом Христодулидисом британский премь..."", ""Президент Кипра, смешно, так бы и написали турецкая подстилка."", ""Президент Кипра Никос Христодулидис заявляет, что остров не участвует и не будет участвовать в каких-либо военных операциях против Ирана."", ""🖥️ В США назначили нового посла в Киеве: им стала Джули Дэвис, которая с 2023 года является послом Штатов на Кипре. «Президент Трамп и министр Рубио назначили посла Джули Дэвис ..."", ""Кипр намерен вступить в НАТО. Президент Республики Кипр Никос Христодулидис подтвердил слухи о том, что его страна хочет стать членом альянса. Никосия сообщила местным журналист..."", ""Кипр обвинил Турцию в нарушении суверенитета республики. Анкара направила буровое судно в исключительную экономическую зону (ИЭЗ) островного государства. Разведка и эксплуатация..."", ""На выборах президента Кипра с 51,91% голосов победил бывший министр иностранных дел Никос Христодулидис, — Bloomberg"", ""И все-таки подведу итоги Ближневосточного года, чтобы самой не забыть, что было. 1. Убийство Касема Сулеймани 3 января вне конкуренции. Напряженность вокруг Ирана в целом, беско...""]"
prezident,country:Гана,22,"[""🔥 Экс-глава новостей BBC предложил Британии выплатить Африке репарации в 18 трлн фунтов. Маркус Райдер считает, что речь идет о компенсации «за историческую несправедливость». П..."", ""⚡️США и страны Западной Европы должны выплатить Африке репарации за работорговлю (с) президент Ганы Нана Акуфо-Аддо в ООН Поддерживаю. России надо активно поддержать эту инициат..."", ""10 августа в Твиттер-аккаунте Зеленского опубликовано сообщение: «Провёл первый в истории двусторонних отношений разговор с Президентом 🇬🇭 [Ганы] @NAkufoAddo Говорили о поддержк..."", ""Кто из лидеров африканских стран уже находится в Сочи: • Президент Гвинеи Альфа Конде • Президент Мозамбика Филипе Ньюси • Президент Нигерии Мухаммаду Бухари • Президент ЮАР Сир..."", ""Африканские страны создадут Глобальный фонд репараций, который будут пополнять бывшие страны-метрополии. Такое решение приняли африканские лидеры по итогам саммита по репарациям..."", ""🇲🇱🇧🇫🇳🇪 Обстановка в странах Сахеля по состоянию на 21 декабря 2022 года Ситуация на приграничных территориях между Нигером, Мали и Буркина-Фасо остаётся крайне тяжелой. Боевики ..."", ""А вобще смех смехом, а как бы плакать не пришлось. Давно во главе сильнейшей мировой Державы не было полного неадеквата. При чем неадеквата которого бросает из стороны в сторону..."", ""На форум Россия-Африка в Сочи уже прибыли: • Президент Гвинеи Альфа Конде • Президент Мозамбика Филипе Ньюси • Президент Нигерии Мухаммаду Бухари • Президент ЮАР Сирил Рамафоса ...""]"
prezident,country:Словения,22,"[""🇪🇺 Чехия, Словения и Румыния возмутились тем, что их не пригласили в Париж на экстренный саммит ЕС В чешском правительстве заявили Le Monde, что ни в одной европейской стране не..."", ""👉 Список лидеров, министров иностранных дел государств, преимущественно стран Запада, а также руководителей международных организаций, посетивших Бучу. То самое место, где была ..."", ""Президент Словении Наташа Пирц-Мусар утверждает, что председатель Еврокомиссии Урсула фон дер Ляйен сообщила ей о ведущейся в Евросоюзе работе по возобновлению контактов с Росси..."", ""❗️Я не уверен, что Китай представляет большой риск для ЕС. Я помню, не так давно сотрудничество в сфере высоких технологий воспринималось, как взаимовыгодное. А теперь вдруг люд..."", ""⚡️Президент Сербии Александр Вучич заявил, что не сможет объяснить гражданам страны введение санкций против России. Об этом он сообщил на пресс-конференции журналистам, после вс..."", ""Президент Словении Б.Пахор посетил штаб-квартиру НАТО в Брюсселе, где провел переговоры с генсеком альянса Й.Столтенбергом. По итогам встречи, Йенс назвал республику очень ценны..."", ""Владимир Зеленский провёл телефонный разговор с новоизбранным президентом Словении Наташей Пирц-Мусар. \""Обсудил с ней оборонное сотрудничество, пригласил принять участие в реали..."", ""На выборах президента в Словении впервые победила женщина. Главой государства стала либеральная правозащитница Наташа Пирц Мусар, которая одержала победу во втором туре набрав 5...""]"
